track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,acousticness,liveness
Believer,Imagine Dragons,88,23/6/17,0.776,0.78,0.0622,0.081
Happier,Marshmello,89,17/8/18,0.687,0.792,0.191,0.167
Youngblood,5 Seconds of Summer,84,15/6/18,0.596,0.854,0.0169,0.124
Thunder,Imagine Dragons,85,23/6/17,0.605,0.822,0.00671,0.147
House Party,Sam Hunt,71,27/10/14,0.747,0.861,0.113,0.026
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,81,11/8/17,0.643,0.783,0.047,0.083
Shut Up and Dance,WALK THE MOON,32,2/12/14,0.578,0.866,0.00701,0.257
Firework,Katy Perry,73,12/3/12,0.638,0.826,0.139,0.0803
Crazy In Love (feat. Jay-Z),Beyoncé,75,24/6/03,0.646,0.77,0.00249,0.0715
What Makes You Beautiful,One Direction,62,25/5/12,0.729,0.771,0.00761,0.087
Perfect,Ed Sheeran,86,3/3/17,0.599,0.448,0.163,0.106
Rude,MAGIC!,78,25/6/14,0.774,0.756,0.0423,0.305
Just the Way You Are,Bruno Mars,80,5/10/10,0.637,0.843,0.0151,0.0876
Good Feeling,Flo Rida,73,22/6/12,0.706,0.89,0.0588,0.306
Turn Down for What,DJ Snake,72,18/12/13,0.818,0.799,0.00107,0.057
Cotton Eye Joe,Rednex,57,3/4/95,0.738,0.937,0.0124,0.0338
Apache - 45 Version,The Sugarhill Gang,42,1981,0.854,0.936,0.386,0.177
Hips Don't Lie (feat. Wyclef Jean),Shakira,80,28/11/05,0.778,0.824,0.284,0.405
Country Girl (Shake It For Me),Luke Bryan,72,1/1/11,0.645,0.904,0.0293,0.0834
Suavemente,Elvis Crespo,67,21/7/08,0.809,0.883,0.238,0.0625
Mambo No. 5 (a Little Bit of...),Lou Bega,76,19/7/99,0.622,0.807,0.103,0.306
Wanted,Hunter Hayes,69,2011,0.421,0.476,0.268,0.0816
Amarillo By Morning,George Strait,66,1/1/82,0.606,0.361,0.264,0.38
I Don't Dance,Lee Brice,69,9/9/14,0.587,0.559,0.399,0.0992
HandClap,Fitz and The Tantrums,67,24/7/17,0.636,0.836,0.00609,0.0828
Tennessee Whiskey,Chris Stapleton,77,4/5/15,0.392,0.37,0.205,0.0821
Feels Like Summer,Childish Gambino,71,11/7/18,0.554,0.596,0.162,0.0805
El Botecito,Los Hijos Del Pueblo,61,17/6/09,0.841,0.86,0.173,0.224
ZEZE (feat. Travis Scott & Offset),Kodak Black,56,11/10/18,0.863,0.627,0.0485,0.0968
Pure Water (with Migos),Mustard,10,16/1/19,0.684,0.552,0.191,0.318
Say My Name,Destiny's Child,76,27/7/99,0.713,0.678,0.273,0.149
Get It Shawty - Main,Lloyd,60,1/1/07,0.822,0.905,0.123,0.0496
Good Riddance (Time of Your Life),Green Day,75,14/10/97,0.475,0.432,0.183,0.161
En La Cama (feat. Daddy Yankee),Nicky Jam,65,4/12/01,0.856,0.894,0.157,0.112
Me Voy Pa'l Party,Nicky Jam,50,5/8/03,0.825,0.936,0.219,0.0572
Suave (Remix),El Alfa,62,24/8/18,0.873,0.913,0.128,0.0656
Vamo a Busal,Jowell & Randy,20,13/12/14,0.626,0.865,0.015,0.309
Sola,Manuel Turizo,66,9/11/18,0.704,0.706,0.483,0.0965
Callao,Wisin & Yandel,64,14/12/18,0.73,0.836,0.0073,0.0371
Hoy (feat. Bad Bunny),Nengo Flow,59,10/2/17,0.675,0.681,0.23,0.132
Estamos Clear,Miky Woodz,54,25/5/18,0.853,0.66,0.173,0.506
P.I.M.P. - Snoop Dogg Remix,50 Cent,56,6/2/03,0.677,0.698,0.0935,0.0511
Gangsta's Paradise,Coolio,80,7/11/95,0.647,0.514,0.0655,0.398
The Next Episode,Dr. Dre,73,1/1/99,0.923,0.912,0.0308,0.111
Cuando Perriabas,Bad Bunny,72,23/12/18,0.787,0.705,0.137,0.108
La Romana,Bad Bunny,77,23/12/18,0.655,0.725,0.0327,0.0611
Asesina - Remix,Brytiago,74,31/10/18,0.825,0.69,0.589,0.413
"Banda De Camión (Remix) [feat. Farruko, De La Ghetto, Bryant Myers, Zion, Noriel & Villano Sam]",El Alfa,56,26/11/17,0.544,0.978,0.0201,0.84
Millones,Arcangel,51,14/9/18,0.858,0.703,0.0636,0.121
Antes de Morirme,Miky Woodz,58,21/7/17,0.85,0.652,0.231,0.173
Culpables,KAROL G,73,14/9/18,0.728,0.801,0.279,0.143
Como Antes,Bad Bunny,70,23/12/18,0.767,0.379,0.668,0.217
Booty,C. Tangana,71,24/10/18,0.825,0.771,0.0167,0.0901
¿Cual es tu plan?,Bad Bunny,11,17/8/18,0.822,0.601,0.415,0.0797
Reggaetón en lo Oscuro,Wisin & Yandel,4,25/10/18,0.744,0.894,0.0627,0.108
PPP,Kevin Roldan,72,7/9/18,0.786,0.65,0.363,0.122
Sin Culpa (feat. DrefQuila),Duki,69,7/12/18,0.641,0.652,0.42,0.094
Si Tú,Justin Quiles,55,8/11/18,0.653,0.697,0.276,0.0689
Te Amare,Yandel,0,12/10/18,0.765,0.613,0.0597,0.129
TELÉFONO,Aitana,62,26/7/18,0.691,0.829,0.102,0.0698
Mi Gente,J Balvin,18,30/6/17,0.543,0.677,0.0148,0.13
SAD!,XXXTENTACION,87,16/3/18,0.74,0.613,0.258,0.123
Mwaka Moon - Remix,Kalash,62,18/5/18,0.768,0.556,0.0942,0.107
Yo Se Que Tu Quieres (feat. Ñengo Flow),Sammy & Falsetto,58,2012,0.627,0.798,0.297,0.133
Giovane Fuoriclasse,Capo Plaza,0,18/10/17,0.555,0.702,0.518,0.086
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,69,30/9/16,0.815,0.514,0.54,0.611
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,75,16/2/18,0.792,0.895,0.165,0.0501
Árabe,Papichamp,55,3/8/18,0.682,0.674,0.123,0.271
El Desorden,Ozuna,64,17/11/17,0.838,0.81,0.22,0.0817
Fumo Da Solo,Izi,1,5/10/18,0.724,0.605,0.0626,0.108
Machika,J Balvin,59,19/1/18,0.618,0.836,0.0474,0.172
Me Ama Me Odia,Ozuna,7,1/9/16,0.737,0.699,0.222,0.0785
NI BIEN NI MAL,Bad Bunny,79,23/12/18,0.826,0.449,0.556,0.273
200 Mph,Bad Bunny,73,23/12/18,0.85,0.5,0.0139,0.0947
¿Quien Tu Eres?,Bad Bunny,71,23/12/18,0.727,0.58,0.185,0.125
Tenemos Que Hablar,Bad Bunny,68,23/12/18,0.855,0.512,0.146,0.107
Ser Bichote,Bad Bunny,68,23/12/18,0.785,0.626,0.158,0.181
Si Estuviésemos Juntos,Bad Bunny,79,23/12/18,0.672,0.594,0.0626,0.152
Solo de Mi,Bad Bunny,72,23/12/18,0.743,0.73,0.287,0.0778
RLNDT,Bad Bunny,70,23/12/18,0.6,0.528,0.263,0.588
Estamos Bien,Bad Bunny,76,23/12/18,0.759,0.536,0.821,0.107
MIA,Bad Bunny,69,23/12/18,0.816,0.538,0.0142,0.099
Caile (feat. Zion & De La Ghetto),Revol,6,25/12/16,0.768,0.735,0.202,0.0557
Nunca Me Amo,Jon Z,64,1/9/17,0.813,0.787,0.216,0.0602
No Te Hagas,Jory Boy,67,11/3/17,0.748,0.69,0.0353,0.315
"Fronteamos Porque Podemos (feat. Daddy Yankee, Yandel & Nengo Flow)",De La Ghetto,62,28/8/15,0.714,0.626,0.26,0.284
47 - Remix,Anuel AA,64,31/3/17,0.711,0.699,0.248,0.254
Me Mata,Bad Bunny,69,11/4/17,0.841,0.53,0.551,0.119
Llegamos A La Disco,Daddy Yankee,60,1/1/12,0.731,0.786,0.114,0.437
Hola Beba,Farruko,57,4/12/10,0.747,0.528,0.099,0.0845
Bien Loco,Nova y Jory,62,26/6/09,0.515,0.812,0.411,0.101
"Siempre Me Llama (feat. Farruko, Maldy & Yaviah)",Opi the Hit Machine,46,30/4/16,0.734,0.697,0.0498,0.298
Matador (feat. Ñengo Flow),Jory Boy,39,16/6/14,0.647,0.724,0.162,0.103
Sexo Seguro,"Franco ""El Gorilla""",0,1/1/09,0.748,0.887,0.0853,0.108
No Es Una Gial (feat. De La Ghetto),Farruko,34,21/2/17,0.685,0.891,0.224,0.229
"Ponte Puty (feat. Franco ""El Gorila"")","Galante ""El Emperador""",23,2/6/12,0.739,0.865,0.181,0.188
Te Dijeron,Plan B,0,20/8/12,0.785,0.86,0.127,0.408
Si No Te Quiere (feat. D.OZi),Ozuna,47,4/10/14,0.768,0.933,0.0669,0.0624
Corazon De Seda (feat. Ozuna),Klasico,63,12/2/16,0.841,0.694,0.0759,0.102
Dembowholic,Eloy,36,8/10/11,0.771,0.765,0.203,0.0518
De Ti Depende (feat. Plan B),Jory Boy,41,16/6/14,0.611,0.837,0.568,0.0564
¿Por Que Te Demoras?,Plan B,0,20/7/10,0.895,0.792,0.0386,0.0547
Nunca Se Quita,"Gotay ""El Autentiko""",34,16/12/11,0.718,0.753,0.263,0.625
2 Cachas (feat. Nejo),J Alvarez,0,22/12/09,0.724,0.706,0.475,0.32
Se Acabo el Amor,J Alvarez,19,17/10/14,0.647,0.876,0.283,0.235
Regalame una Noche - Remix,J Alvarez,36,12/1/18,0.75,0.636,0.141,0.319
Hasta Verla Sin Na (feat. Arcangel),Tony Dize,39,13/6/14,0.738,0.793,0.0885,0.139
Mirala (feat. Farruko & Zion),De La Ghetto,45,24/8/13,0.748,0.888,0.0908,0.055
"Hoy (feat. Daddy Yankee, J-Alvarez & Jory)",Farruko,53,11/5/11,0.744,0.837,0.336,0.229
Real Love,"Gotay ""El Autentiko""",36,29/10/13,0.625,0.835,0.322,0.0685
Cuando Estoy Contigo (Remix) [feat. Baby Rasta y Gringo],"Gotay ""El Autentiko""",37,29/10/13,0.644,0.837,0.21,0.282
Aprovecha (feat. Daddy Yankee),Nova y Jory,58,12/7/11,0.624,0.772,0.178,0.11
Pikete,Farruko,37,22/2/16,0.667,0.84,0.132,0.174
Va a Toa,Farruko,24,22/2/16,0.673,0.945,0.393,0.519
Prrrum - Remix,Cosculluela,0,25/9/15,0.857,0.772,0.167,0.0721
Permitame (feat. Yandel),Tony Dize,65,2009,0.641,0.674,0.0181,0.113
Flow Violento,Arcangel,0,2/10/12,0.795,0.841,0.239,0.104
Descará,Yomo,41,1/1/09,0.767,0.853,0.116,0.677
Life Is Good (feat. Drake),Future,93,10/1/20,0.676,0.609,0.0706,0.152
Ayy Macarena,Tyga,91,13/11/19,0.816,0.63,0.133,0.0692
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,27/12/19,0.559,0.491,0.0567,0.0992
FML,Arizona Zervas,82,3/6/18,0.822,0.575,0.113,0.106
OUT WEST (feat. Young Thug),JACKBOYS,87,27/12/19,0.802,0.591,0.0104,0.196
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)",H.E.R.,61,17/1/20,0.815,0.513,0.0145,0.14
ROXANNE,Arizona Zervas,71,10/10/19,0.621,0.601,0.0522,0.46
Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,6/12/19,0.718,0.882,0.0229,0.102
GANG GANG,JACKBOYS,84,27/12/19,0.859,0.6,0.071,0.353
Suicidal,YNW Melly,90,22/11/19,0.736,0.369,0.334,0.126
Richer Than Ever,Fivio Foreign,40,17/1/20,0.715,0.537,0.00235,0.358
Immortal,21 Savage,83,31/10/19,0.741,0.87,0.00813,0.114
Lalala,Y2K,91,28/6/19,0.843,0.391,0.181,0.137
HIGHEST IN THE ROOM,Travis Scott,94,4/10/19,0.598,0.427,0.0546,0.21
BEST ON EARTH (feat. BIA),Russ,82,18/10/19,0.568,0.764,0.217,0.0931
Hop Off A Jet (feat. Travis Scott),Young Thug,82,20/12/19,0.823,0.476,0.0115,0.213
20/20,Lil Tjay,79,1/1/20,0.886,0.336,0.557,0.0933
MAMACITA,Tyga,77,25/10/19,0.786,0.733,0.0257,0.143
Bandit (with YoungBoy Never Broke Again),Juice WRLD,92,4/10/19,0.474,0.631,0.0687,0.132
No Denying,J Hus,70,27/12/19,0.538,0.725,0.139,0.356
Futsal Shuffle 2020,Lil Uzi Vert,91,12/12/19,0.881,0.457,0.0327,0.231
F.N,Lil Tjay,82,11/10/19,0.567,0.515,0.354,0.078
BOP,DaBaby,93,27/9/19,0.769,0.787,0.189,0.129
Juicy (feat. Tyga),Doja Cat,75,7/11/19,0.786,0.652,0.102,0.0697
Purpose (feat. G Herbo),Calboy,60,20/12/19,0.841,0.693,0.207,0.102
The Box,Roddy Ricch,98,6/12/19,0.896,0.586,0.104,0.79
NIGHTTIME (Interlude),Russ,75,13/12/19,0.823,0.556,0.34,0.084
Vendetta,KILLY,62,24/12/19,0.852,0.537,0.104,0.0732
Peta (feat. Meek Mill),Roddy Ricch,84,6/12/19,0.778,0.573,0.015,0.464
Go In,Lil Tjay,78,13/12/19,0.799,0.698,0.125,0.0778
VALENTINO,24kGoldn,75,22/11/19,0.747,0.717,0.199,0.132
Start Wit Me (feat. Gunna),Roddy Ricch,80,6/12/19,0.886,0.479,0.077,0.135
How I Move (feat. Lil Baby),Flipp Dinero,67,22/11/19,0.826,0.635,0.102,0.245
Follow God,Kanye West,85,25/10/19,0.529,0.9,2.48E-04,0.0426
Panini,Lil Nas X,13,20/6/19,0.703,0.594,0.342,0.123
6 Kiss,Trippie Redd,83,22/11/19,0.687,0.449,0.109,0.282
Red Eye,7715,40,13/12/19,0.775,0.653,0.298,0.101
Like A Pro,Blac Youngsta,57,29/11/19,0.864,0.483,0.00518,0.0755
Princ3,Not3s,61,6/12/19,0.556,0.692,0.183,0.131
Last Name (feat. Lil Durk),Future,70,15/11/19,0.671,0.568,0.17,0.139
Whisper,Blac Youngsta,61,29/11/19,0.893,0.783,0.0259,0.197
That's Tuff (feat. Quavo),Rich The Kid,75,6/12/19,0.903,0.636,0.635,0.0866
Cyber Sex,Doja Cat,74,7/11/19,0.917,0.657,0.318,0.0754
Woah,Lil Baby,88,8/11/19,0.882,0.602,0.0177,0.178
Netflix & Chill,Fredo,75,8/11/19,0.859,0.619,0.137,0.0933
Ballin' (with Roddy Ricch),Mustard,90,28/6/19,0.809,0.545,0.392,0.151
"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",French Montana,76,6/12/19,0.774,0.836,0.288,0.0824
No Idea,Don Toliver,92,29/5/19,0.656,0.614,0.558,0.215
W (feat. Gunna),Koffee,74,26/11/19,0.856,0.721,0.178,0.0913
Bang Bang,YNW Melly,78,22/11/19,0.657,0.522,0.156,0.0811
DROPPED OUTTA COLLEGE,24kGoldn,64,22/11/19,0.911,0.378,0.0116,0.15
Forever,NLE Choppa,71,1/11/19,0.602,0.726,0.382,0.0691
Fangirl,Lil Peep,67,15/11/19,0.483,0.557,0.00175,0.115
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,86,1/11/19,0.845,0.631,0.188,0.0806
I Wanna Rock (feat. Gunna),G-Eazy,64,18/10/19,0.777,0.851,0.00769,0.14
Goodbye,Blac Youngsta,45,29/11/19,0.892,0.83,0.00942,0.31
Death,Trippie Redd,77,22/11/19,0.802,0.82,0.0579,0.149
Don't Rush (feat. Headie One),Young T & Bugsey,76,7/11/19,0.961,0.461,0.202,0.162
How TF,Deante' Hitchcock,60,5/11/19,0.733,0.824,0.592,0.217
GAMES ON YOUR PHONE,24kGoldn,64,22/11/19,0.683,0.607,0.15,0.147
Must Be,J Hus,75,8/11/19,0.544,0.677,0.0251,0.241
On God,Kanye West,75,25/10/19,0.41,0.886,0.0671,0.461
When I Lie,Lil Peep,66,31/10/19,0.737,0.588,0.00269,0.276
Monster,Future,55,28/10/19,0.856,0.693,0.103,0.071
Finer Things,Polo G,74,7/6/19,0.506,0.45,0.0683,0.103
Ransom,Lil Tecca,19,22/5/19,0.745,0.642,0.0204,0.0658
Mr. Ferrari,GASHI,54,30/10/19,0.77,0.792,0.0698,0.0981
Pose (feat. Megan Thee Stallion & Lil Uzi Vert),Yo Gotti,68,18/10/19,0.921,0.73,0.00466,0.1
"Twisted (feat. Juicy J, Logic & A$AP Rocky)",French Montana,59,6/12/19,0.85,0.866,0.00934,0.244
Bury Me,View,45,15/11/19,0.581,0.577,0.0361,0.246
Rules,Doja Cat,69,24/10/19,0.604,0.712,0.141,0.141
Mile Away,Kelvyn Colt,58,8/11/19,0.553,0.567,0.176,0.0954
ORANGE SODA,Baby Keem,83,19/7/19,0.83,0.564,0.177,0.128
MAD GAAL,BEAM,41,18/10/19,0.812,0.709,0.189,0.118
In Love with the K (feat. BlocBoy JB),Swagger Rite,40,18/10/19,0.824,0.485,0.00297,0.0934
Stuck In A Dream (feat. Gunna),Lil Mosey,64,17/9/19,0.753,0.652,0.444,0.117
Heartless (feat. Mustard),Polo G,76,20/9/19,0.776,0.64,0.15,0.0983
Babushka Boi,A$AP Rocky,77,28/8/19,0.897,0.743,0.304,0.137
223's (feat. 9lokknine),YNW Melly,85,9/8/19,0.932,0.547,0.0388,0.0924
No Guidance (feat. Drake),Chris Brown,85,28/6/19,0.698,0.454,0.123,0.155
I Think I Luv Her,Tyla Yaweh,77,27/9/19,0.902,0.608,4.56E-04,0.0621
VIBEZ,DaBaby,88,27/9/19,0.768,0.652,0.113,0.107
J. Gotti,View,38,18/10/19,0.684,0.612,0.0524,0.175
NO HALO,BROCKHAMPTON,73,23/8/19,0.643,0.573,0.41,0.0695
Taste (Make It Shake),Aitch,70,6/9/19,0.761,0.442,0.277,0.125
Camelot,NLE Choppa,85,13/9/19,0.787,0.713,0.0849,0.717
Woah (feat. D3Mstreet),KRYPTO9095,74,29/3/19,0.888,0.522,0.00739,0.0452
"Just in Case (feat. Swizz Beatz, Rick Ross & DMX)",Godfather of Harlem,52,30/8/19,0.465,0.911,0.0802,0.776
Pose (feat. Lil Uzi Vert),Yo Gotti,68,23/8/19,0.944,0.613,0.00818,0.0893
Make No Sense,YoungBoy Never Broke Again,84,11/10/19,0.876,0.733,0.0208,0.0999
"Hallelujah (feat. Buddy, A$AP Ferg & Wale)",Godfather of Harlem,49,30/8/19,0.698,0.897,0.654,0.121
Bad Bad Bad (feat. Lil Baby),Young Thug,81,16/8/19,0.974,0.596,0.0976,0.151
No Rappers (feat. E-40),G-Eazy,56,19/9/19,0.776,0.735,0.0531,0.153
Drive Way (feat. Azul Wynter),GASHI,51,20/9/19,0.653,0.733,0.00114,0.108
"Cross the Path (feat. Swizz Beatz, A.CHAL & Jidenna)",Godfather of Harlem,46,4/10/19,0.566,0.936,0.166,0.0979
Enemies (feat. DaBaby),Post Malone,46,6/9/19,0.542,0.674,0.0588,0.0955
Behind Barz - Bonus,Drake,77,13/9/19,0.854,0.554,0.769,0.0749
Running the Streets (feat. A Boogie Wit Da Hoodie & Denzel Curry),Rick Ross,59,15/8/19,0.536,0.622,0.0744,0.197
RENT FREE,Russ,66,13/9/19,0.784,0.543,0.0588,0.255
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,87,6/9/19,0.499,0.8,0.0906,0.147
Slide,H.E.R.,81,27/9/19,0.827,0.469,0.0807,0.207
Eleven,Khalid,83,9/1/20,0.701,0.396,0.112,0.223
SUGAR,BROCKHAMPTON,88,23/8/19,0.453,0.538,0.449,0.19
LIKE I WANT YOU,Giveon,56,21/11/19,0.673,0.353,0.755,0.115
Right Back (feat. A Boogie Wit Da Hoodie),Khalid,77,13/8/19,0.786,0.428,0.0933,0.156
Like I Do,AWA,50,21/11/19,0.758,0.629,0.4,0.166
Hell N Back,Bakar,67,15/8/19,0.584,0.684,0.312,0.112
All Facts (feat. Ty Dolla $ign),G-Eazy,29,22/8/19,0.528,0.705,0.0691,0.109
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,80,4/10/19,0.726,0.408,0.603,0.225
ROXANNE,Arizona Zervas,99,10/10/19,0.621,0.601,0.0522,0.46
Don't Waste My Time (feat. Ella Mai),Usher,73,13/12/19,0.701,0.778,0.125,0.0828
Be Honest (feat. Burna Boy),Jorja Smith,80,16/8/19,0.757,0.737,0.311,0.113
10%,KAYTRANADA,70,13/12/19,0.794,0.757,0.0267,0.0621
Won't Be Late (feat. Drake),Swae Lee,75,16/8/19,0.915,0.588,0.0824,0.104
Times (feat. Robn),Moh Flow,32,18/12/19,0.716,0.637,0.112,0.147
Treehouse (feat. Shotty Horroh),James Arthur,73,6/9/19,0.691,0.733,0.184,0.341
Juicy,Doja Cat,81,15/8/19,0.786,0.658,0.0856,0.0689
Phone Numbers,Dominic Fike,75,4/7/19,0.884,0.539,0.239,0.0805
Two 10s,Quinn XCII,67,10/1/20,0.785,0.412,0.696,0.142
The World Is Mine,Samm Henshaw,47,15/8/19,0.565,0.905,0.108,0.377
Yesterday (feat. Maxx Owa),GASHI,55,20/9/19,0.665,0.607,0.00585,0.104
Could've Been (feat. Bryson Tiller),H.E.R.,25,3/8/18,0.545,0.33,0.64,0.22
Acid Dreams,MAX,65,19/7/19,0.817,0.509,0.146,0.111
Live Fast - PUBGM,Alan Walker,68,25/7/19,0.691,0.557,0.104,0.427
Late Night Feelings (feat. Lykke Li),Mark Ronson,69,12/4/19,0.688,0.729,0.437,0.0928
Pony,Julian Perretta,45,17/5/19,0.609,0.743,0.0234,0.11
ALREADY,Beyoncé,69,19/7/19,0.647,0.732,0.0846,0.597
Lights On,Izzy Bizu,50,25/3/19,0.669,0.511,0.0508,0.0982
Oh My God,Lord Siva,54,16/8/19,0.644,0.685,0.118,0.192
Do Well,Pip Millett,49,25/6/19,0.816,0.793,0.33,0.0953
Don't Ask,Aeris Roves,47,17/5/19,0.624,0.418,0.414,0.105
Real Games,Lucky Daye,1,6/2/19,0.678,0.368,0.453,0.0716
All Night (BTS World Original Soundtrack) [Pt. 3],BTS,67,21/6/19,0.725,0.706,0.193,0.109
Girls Need Love (with Drake) - Remix,Summer Walker,10,10/2/19,0.656,0.432,0.443,0.132
Bricks,Tommy Genesis,54,12/12/19,0.859,0.62,0.00667,0.187
Please Me,Cardi B,79,15/2/19,0.747,0.57,0.0642,0.0832
boyfriend (with Social House),Ariana Grande,84,2/8/19,0.4,0.795,0.119,0.159
Make It Out Alive (feat. SiR),Nao,56,26/10/18,0.67,0.649,0.667,0.109
Sit Back,IAMDDB,52,25/12/19,0.576,0.336,0.19,0.0872
Imported (with 6LACK),Jessie Reyez,74,9/4/19,0.726,0.636,0.199,0.111
Redbone,Childish Gambino,18,2/12/16,0.745,0.356,0.172,0.123
LOVE AGAIN,Daniel Caesar,69,28/6/19,0.553,0.441,0.41,0.107
Psycho (feat. Ty Dolla $ign),Post Malone,83,27/4/18,0.75,0.56,0.546,0.111
Forgot About,Priya Ragu,29,24/5/19,0.595,0.336,0.114,0.201
Roll Some Mo,Lucky Daye,28,24/10/18,0.405,0.508,0.258,0.142
Like I Used To,Tinashe,64,13/7/18,0.717,0.599,0.571,0.102
Down for You (feat. BJ the Chicago Kid),Kehlani,53,28/4/15,0.479,0.711,0.456,0.215
Sanctuary (feat. Big K.R.I.T.),ELHAE,40,22/2/19,0.538,0.67,0.119,0.423
Won't Cope with It,Alina Amuri,8,18/5/18,0.724,0.509,0.00686,0.115
Banana Clip,Miguel,66,1/12/17,0.638,0.708,0.0973,0.177
OTW,Khalid,78,20/4/18,0.652,0.678,0.183,0.106
Pray For Me (with Kendrick Lamar),The Weeknd,76,9/2/18,0.735,0.677,0.0762,0.111
Down,Noah Levi,30,17/5/19,0.828,0.632,0.606,0.118
Honesty,Pink Sweat$,14,12/7/18,0.616,0.204,0.919,0.106
Dancing With A Stranger (with Normani),Sam Smith,87,11/1/19,0.741,0.52,0.45,0.222
The Weekend - Funk Wav Remix,SZA,76,15/12/17,0.775,0.573,0.495,0.126
Karussell,Remoe,39,25/1/19,0.756,0.481,0.194,0.0927
Wanna Be,The Internet,58,20/7/18,0.875,0.41,0.0674,0.106
Close,Ella Mai,57,12/10/18,0.736,0.447,0.53,0.12
Petty Lover,Jaz Karis,54,22/6/18,0.763,0.362,0.803,0.16
Broke,Andreya Triana,23,11/1/19,0.466,0.614,0.472,0.125
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,51,28/8/19,0.655,0.497,0.588,0.332
Klavier - Radio Mix,Starjack,45,10/12/18,0.667,0.98,0.0585,0.314
Beat Like A Drum,Jenil,36,26/4/19,0.755,0.995,0.0916,0.441
Feel Alive - Radio Mix,Jenil,34,30/8/19,0.536,0.876,0.251,0.0689
A$IAN BOY,Chriilz,33,21/6/19,0.663,0.971,0.00746,0.446
Kaleidoscope World (feat. Krista) - Radio Mix,Jenil,16,21/1/19,0.689,0.857,0.0182,0.07
Take It Higher,Jenil,19,20/9/19,0.77,0.866,0.0055,0.703
Sinulog Anthem - Original Mix,Jenil,36,15/1/17,0.573,0.92,2.26E-04,0.065
Ambak,Jenil,28,16/8/19,0.469,0.923,0.00976,0.105
Lemonade,Alex Zind,52,20/12/19,0.755,0.94,0.277,0.166
Beautiful People (feat. Khalid),Ed Sheeran,85,12/7/19,0.64,0.648,0.124,0.0802
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,48,24/7/19,0.6,0.666,0.102,0.118
One Thing Right,Marshmello,85,21/6/19,0.659,0.623,0.0667,0.582
Hotel Walls,Smith & Thell,67,19/7/19,0.525,0.687,0.0108,0.0885
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,73,12/7/19,0.746,0.787,0.214,0.0669
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,79,19/4/19,0.591,0.705,0.381,0.131
Circles,Post Malone,49,6/9/19,0.695,0.762,0.192,0.0863
Goodbyes (Feat. Young Thug),Post Malone,51,5/7/19,0.58,0.653,0.447,0.111
Teeth,5 Seconds of Summer,77,23/8/19,0.749,0.461,0.0516,0.0738
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,65,13/9/19,0.643,0.721,0.00268,0.0898
Birds (feat. Elisa),Imagine Dragons,71,20/6/19,0.627,0.527,0.0219,0.16
Liar,Camila Cabello,87,4/9/19,0.74,0.498,0.0169,0.319
Memories,Maroon 5,98,20/9/19,0.764,0.32,0.837,0.0822
Stack It Up (feat. A Boogie Wit da Hoodie),Liam Payne,76,18/9/19,0.743,0.812,0.153,0.0642
Graveyard,Halsey,87,13/9/19,0.667,0.583,0.231,0.181
Lie,Lukas Graham,69,27/9/19,0.582,0.614,0.0361,0.0926
Motivation,Normani,83,16/8/19,0.599,0.887,0.0192,0.3
Play,K-391,78,30/8/19,0.52,0.798,0.101,0.0932
Takeaway (feat. Lennon Stella),The Chainsmokers,67,24/7/19,0.294,0.505,0.12,0.0977
"10,000 Hours (with Justin Bieber)",Dan + Shay,91,4/10/19,0.654,0.63,0.153,0.111
Cold,James Blunt,68,29/8/19,0.593,0.829,0.00861,0.139
Nice To Meet Ya,Niall Horan,87,4/10/19,0.591,0.841,0.0119,0.395
Ride It,Regard,94,26/7/19,0.88,0.751,0.177,0.106
hot girl bummer,blackbear,94,23/8/19,0.778,0.559,0.128,0.399
Good as Hell,Lizzo,83,9/3/16,0.682,0.919,0.256,0.442
Lose You To Love Me,Selena Gomez,93,23/10/19,0.505,0.34,0.576,0.21
Post Malone (feat. RANI),Sam Feldt,83,24/5/19,0.59,0.642,0.0771,0.105
Orphans,Coldplay,70,24/10/19,0.503,0.808,0.0254,0.557
Another Place,Bastille,73,1/11/19,0.685,0.742,0.22,0.185
Somebody Else,Isac Elliot,53,8/11/19,0.756,0.589,0.171,0.158
Don't Start Now,Dua Lipa,97,31/10/19,0.794,0.793,0.0125,0.0952
Younger,Jonas Blue,76,6/9/19,0.784,0.845,0.286,0.074
